"_id","Код","Тип","CR","CR2","Описание","Дополнительная информация","Приоритет","Спринт","Номер фикса","Очередь разработчика","Очередь тестировщика","Плановая дата окончания работ","Вошло в сборку","Jira done","JIRA","Потребитель","Поставщик","Статус паспорта","Оценка на анализ","Оценка на разработку","Оценка на тестирование","Аналитик","Дата паспорта","Статус разработки","Дата разработки","Разработчик","Задача разработчика в JIRA","Статус тестирования","Дата тестирования","Примечания по тестированию","Статус разработки скрипта","Автор скрипта","Тестировщик","Группа тестов","Тестовое покрытие","Статус бизнес сервиса","WSDL url","Cервис"
"64ed07ff-c97f-4be0-82b3-bd6f3d86b1bb","TS012","Сервис","","","Перекодировка значения по справочнику",,"",0,,,,,,,"TEX","ДБО","AppDB","Внутренний ",,,,"Тоня","","Готово","","","","Готово",,"","","","","","rfhUtil","","очередь","getDictionaryValue"
"72451b18-c43a-436c-beea-6934f00f40c2","BS150","Cancel","","","Реализация канала доставки PIN email+IB/MB",,"","",,,,,,,"DEV-399","","","отменен заказчиком в JIRA",,,,"Ира","","","","","","Отменен",,"","","","","","","",,
"4631662a-7907-4bcd-8777-04b83ff3dff2","BS137","Сервис","","","Отключить/Подключить страховку подключение/отключение Защиты карты/Защиты кредита- выпуск/продление полиса- пересылка полиса по email/в бумажном виде курьером",,"","",,,,,,,"DEV-971","","","",,,,"Влада","","","","","","",,"","","","","","","",,
"fec3b17e-ea72-4b10-bf8d-8cc6be88d8d8","BS072","Доработка","CR058","","Передача swift-платежей из Инверсии в ЦФТ",,"Критично",14,,,,,,,"DEV-973","CFT","АБС","Согласовано",,,,"Тоня","2015-06-01T00:00:00.000Z","Готово","2014-01-09T00:00:00.000Z","Котенко Игорь","","Заблокировано",,"Инверсия пока не доработала SWIFT","Готово","Комовникова","Беззубов","","scheduler","","очередь",
"6ee1023e-8c7b-4e3b-b79b-ab54ec327837","BS020","Cancel","","","Создание клиента, карты, счета, договора в ПЦ из БП",,"",5,,,,,,,"DEV-159","BPM","AppDB, ПЦ","Согласовано",,,,"Влада","","Готово","","Юра","","Готово",,"","","","","Financials","","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"5a16ea1d-d900-4892-8ca2-aef5986e4b10","BS061","Доработка","","","Запрос данных для ПДП",,"Критично",13,,,,,,,"","ДБО","АБС","Согласовано",,,,"Юля","2014-12-17T00:00:00.000Z","Готово","2014-12-19T00:00:00.000Z","Дубинина Н.","","Готово",,"","","","Данченко","","Покрыто в CR","","http://m018esb-st:7802/nova/adpcrmoutsync И http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync И очередь","CreditList И getCreditLoans"
"2a1880af-9422-4ddd-8f73-176017f062b4","BS072","Доработка","CR175","Релизная","Добавить параметры, необходимые для Инкассовых поручений и платежных требования","","1",20,"sprint18_v1","1",,,,"Jira done","DEV-2524",,,"Согласовано",,,,"Даша",,"Готово",,"Черноляс С.","https://jira.neoflex.ru/browse/OTPSOAOUTIXDEV-328","",,,"Готово","Киршина","",,"scheduler","Сделан",,"unloadTransfersToOTP"
"e51beec1-8009-47d3-be09-e1cfcdf2ca1b","TS144","Доработка","CR186","Неплановая","Изменение вычисления статуса ""На маршруте""","17 + 18 +текущая(20) ветка",,20,"sprint20_v1",,,,,,"DEV-2568",,,"Согласовано",,,,"Ира",,"Готово",,"Черноляс С.","https://jira.neoflex.ru/browse/OTPSOAOUTIXDEV-338","Готово",,,"Готово","Беззубов","Беззубов",,,,,
"555f2e0e2bf7ee0005140ac1","BS241, BS239","Доработка","CR210","Неплановая",,,,20,"sprint20_v1",,,,,,"DEV-2572",,,,,,,,,,,,,,,,,,,,,,,
"7267d2f4-efc8-494d-ad7f-5be01f34c580","BS035","Cancel","","","Установка ПИН-кода (выносить на golive 100%)",,"","",,,,,,,"DEV-141","IVR, ДБО","ПЦ","ОТМЕНЁН",,,,"Тоня","","","","","","Отменен",,"","","","","Client Interation","","",,
"0a8b7a65-6baa-4b43-94a4-534c369c57a0","BS110","Сервис","","","Отправка одиночного e-mail сообщения",,"Критично",12,,,,,,,"DEV-343","ДБО","Expert Sender ","Согласовано",,,,"Настя","","Готово","2014-12-05T00:00:00.000Z","Котенко Игорь","","Готово",,"","Готово","Беззубов","Кортава","","Есть в SoupUI проекте","","http://m018esb-st:7800/NotificationIntegrationService","sendMessage"
"6c871ac4-105e-4be4-a867-9060ea02296e","BS052","Cancel","","","Открытие ссудных счетов по овердрафту или ПК",,"Критично",8,,,,,,,"","АБС","","Отменен. ",,,,"","","","","","","Отменен",,"","","","","Financials","","",,
"2bd8f1dd-c7a5-45d8-a365-78b675a5cf7b","BS069","Cancel","","","Получение Statement Day день выписки) от FICO и передача в АБС для расчета дат платежей",,"","",,,,,,,"DEV-59","","","отменен",,,,"Ира","","","","","","Отменен",,"","","","","","","",,
"4eb2499a-7e73-4863-a526-6259481bc5a5","BS105","Доработка","CR072","","[ESB] Массовая рассылка уведомлений через email шлюз",,"",16,,,,,,,"DEV-501","ESB","ExpertSende, CommunicationDB","Согласовано",,,,"Настя","2015-01-29T00:00:00.000Z","Готово","2015-03-13T00:00:00.000Z","Волобоев П.","","Готово",,"","Готово","Киршина","Данченко","","scheduler","","scheduler (SFTP)","sendMassMail"
"df678e6e-6362-4f75-a6cc-ac5f03b8f829","BS095","Cancel","","","Проверка номера счета при сохранении шаблона",,"Критично","",,,,,,,"","ДБО","АБС","Согласовано",,,,"","","","","","","Отменен",,"","","","","","","",,
"a9412f83-7a82-4e13-a101-7820c0395d65","BS014","Сервис","","","Поиск компаний в SPARK",,"",6,,,,,,,"DEV-553, DEV-544","CRM ","SPARK","Согласовано",,,,"Влада","","Готово","","","","Готово",,"","","","","Client Interation","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync","searchCompany"
"ecd2bd82-6a66-460f-85e0-118f2a38c62a","BS081","Cancel","","","Сервис получения статуса документа из АБС (переводы) для ДБО и CRM",,"Критично","",,,,,,,"","ДБО, CRM","АБС","Дубликат BS75",,,,"","","","","","","Отменен",,"","","","","","","",,
"9a3da9b3-ed05-40c0-a82e-7664ba5f5146","BS155","Сервис","","","Управление баллами: списание при просрочке, холдирование и т.д.",,"",25,,,,,,,"DEV-976","","","Нет спецификаций",,,,"Тоня","","","","","","Не передан в тестирование",,"","","","","","","",,
"55ad9f78-30c5-4d88-875b-8ce84b49205b","BS222","Сервис","","","Дешифрование файла Крипто-Про",,"Критично",16,,,,,,,"DEV-1856, DEV-139","FileNet, ESB","Крипто-Про","Согласовано",,,,"Ира","2015-02-12T00:00:00.000Z","Готово","2015-02-16T00:00:00.000Z","Матвеев В.","","Готово",,"","","","Данченко","","Есть в SoupUI проекте","","http://m191jcp:8080/CryptoServiceWEB/services/CryptoServiceSOAP","decryptRq"
"cc5e4a40-9bb3-4577-952e-ff7647f4abc1","BS022","Доработка","CR061","","Сохранение в AppDB поля taskID",,"Критично",17,,,,,,,"DEV-1941","","","Согласовано",,,,"Влада","2015-02-12T00:00:00.000Z","Готово","2015-02-13T00:00:00.000Z","Доржинов П.","https://jira.neoflex.ru/browse/OTPSOACRIIIDEV-137","Готово",,"","Готово","Комовникова","Комовникова","","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync","saveVerificationChecks"
"9b88a9ef-1691-4554-8d8b-13dbab8a5106","BS096","Сервис","","","Запрос на выпуск дополнительной карты",,"","",,,,,,,"DEV-145","CRM","АБС","ОТЛОЖЕН, БАНК",,,,"Влада","","","","","","",,"","","","","","","",,
"e779b44c-029a-49c1-a7b8-de8e0b8138b0","BS099","Доработка","CR104","","Доработка под вызовы BS199, BS121",,"",17,,,,,,,"DEV-2047","","","Согласовано",,,,"Юля","2015-02-18T00:00:00.000Z","Готово","2015-03-02T00:00:00.000Z","Котенко И.","","Готово",,"","","","Комовникова","","Есть в SoupUI проекте","","http://m018esb-st:7800/AdpTransmasterOutSync","notify"
"495957f9-c0e0-475a-bd4a-3e59516cf9eb","BS115","Cancel","","","Информирование о просроченной задолжности",,"Критично","",,,,,,,"","MCCM","SMS-Gate, ExspertSender, oCRM, ДБО","Отменен. Архитектурно нет",,,,"Влада","","","","","","Отменен",,"","","","","","","",,
"26ce1c99-2cdb-4f60-a7d2-6174842b7e7b","BS177","Cancel","","","[ESB] дедубликация и очистка данных - онлайн режим, интеграция в онлайн БП с фронтами (BS67/BS68/TS66)",,"","",,,,,,,"DEV-67","","","Отменён",,,,"","","","","","","Отменен",,"","","","","","","",,
"701ae9e4-e771-4113-96c2-e1d5384ffcbe","BS127","Cancel","","","Сервис запроса и получения предварительного графика платежей - для не-клиента (перед принятием предложения)",,"",11,,,,,,,"DEV-169","","","отменен(дубль)",,,,"Юля","","","","","","Отменен",,"","","","","","","",,
"5c855f6f-4d26-42bc-bfee-21e62c3777e8","BS186","Сервис","","","Получение информации о ставках и комиссиях на обслуживание валютных счетов",,"",25,,,,,,,"DEV-1714","","","Нет спецификаций",,,,"Даша","","","","","","Не передан в тестирование",,"","","","","","","",,
"98788ec1-4ce6-44f7-96dc-e89d8273fcca","BS178","Cancel","","","[BPM] Формирование задачи на документарные проверки вместе со списком на верификацию",,"","",,,,,,,"DEV-552","","","Дубликат ",,,,"","","","","","","Отменен",,"","","","","","","",,
"652eeac3-1216-4d89-a8f7-1fda6712f147","BS188","Cancel","","","DEV-540 [ESB] Перевод между своими рублевыми счетами - доработка для пополнения депозита",,"","",,,,,,,"DEV-1685","","","Дубль (BS031 доработка (код строки 290))",,,,"Тоня","","","","","","Отменен",,"","","","","","","",,
"7e5786a2-359c-4887-b829-8f627f34fb80","BS002","Доработка","CR070","","Убрать флаги DQ",,"Критично",16,,,,,,,"DEV-1914","","","Согласовано",,,,"Влада","","Готово","2015-01-28T00:00:00.000Z","Дубинина Н.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1389","Готово",,"","Готово","Комовникова","Комовникова","","Покрыто в CR","","http://m018esb-st:7801/neoflex/nova/integr/ApplicationService","saveApplication"
"8805c4ef-5434-4a06-8bac-989701d899c0","BS055","Доработка","BS55","","Добавление новых выходных параметров, получаемых из PDH",,"Критично",14,,,,,,,"DEV-341","ДБО","АБС, PDH, ПЦ","Согласовано",,,,"Настя","","Готово","","","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1052","Отменен",,"","Готово","Киршина","","","Покрыто в CR","","http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync И очередь","getAccountNumberByFIO"
"15dc7e30-8f52-428e-8683-d35d7678ae5f","BS018","Доработка","CR036","","Заполнять статус заявки appStatus = 100",,"Критично",14,,,,,,,"","","","Согласовано",,,,"Влада","","Готово","2014-12-26T00:00:00.000Z","Басурин Михаил","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-981","Готово",,"","Готово","Комовникова","Комовникова","","Покрыто в CR","","http://m018esb-st:7802/nova/adpcrmoutsync","activateProduct"
"937dd778-9b5d-4624-a42a-11a6d286ff02","BS130","Сервис","","","Идентификация клиента по АОН",,"Критично",15,,,,,,,"DEV-1752","IVR","PDH","Согласовано",,,,"Настя, Даша","2014-12-26T00:00:00.000Z","Готово","2015-01-14T00:00:00.000Z","Черноляс С.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-753","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7800/CallInfoIntegrationService/CallInfoIntegrationService","identifyClientRq"
"f21d8638-4211-4de7-92d4-890141b7bb17","BS017","Доработка","CR041","","Доработка маппинга",,"Критично",13,,,,,,,"","BPM","АБС","Согласовано",,,,"Влада","","Готово","","Волобоев Павел","","Готово",,"исправление ошибок аналитиком","Готово","Комовникова Екатерина","Комовникова Екатерина","","Покрыто в CR","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"1ccbd7fc-61b4-41ee-add9-07b2dade4a2b","BS135","Доработка","CR115","","Добавление дополнительных входных параметров",,"Критично",18,,,,,,"Jira done","DEV-2090 ","","","Согласовано",,,,"Тоня","","Готово","2015-03-05T00:00:00.000Z","Черноляс С.","","Готово",,"","Готово","Беззубов","Ильина","","Есть в SoupUI проекте","","http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync","Method704 (Наименование makeInterbankCurrTransfer)"
"f5464d75-7c94-4bdb-afa9-a4b5e083f3cd","BS217","Сервис","","","Плановый перевыпуск",,"",25,,,,,,,"","","","",,,,"Влада","","","","","","",,"","","","","","","",,
"99e0774c-8dbb-40da-aedd-67482bc6162b","BS029","Доработка","CR078","","Выставить сервис для CRM",,"Критично",16,,,,,,,"DEV-1950","CRM, ДБО","Inversion","Согласовано",,,,"Ира","2015-01-27T00:00:00.000Z","Готово","2015-01-28T00:00:00.000Z","Доржинов П.","","Готово",,"","Готово","Данченко","Данченко","","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync И http://m018esb-st:7801/neoflex/nova/integr/ApplicationService","getAccRequisites"
"70595a03-f5b9-497f-a880-7bbd874f6480","BS101","Cancel","","","Перевод с карты на карту (через сервисы MasterCard|Visa): 1. с карты другого банка на карту Нова 2. с Карты Нова на карту другого банка 3. с карты другого банка на карту другого банка",,"",17,,,,,,,"DEV-216","ДБО","ПЦ","Дубликат BS207",,,,"Даша","","Не делать","","","","Отменен",,"","","","","","","",,
"f0290453-6f33-4c67-98c9-caef51387d01","BS042","Сервис","","","Сервис получения  Истории  коммуникаций с клиентом",,"",15,,,,,,,"DEV-116","","","Согласовано",,,,"Настя","2015-01-20T00:00:00.000Z","Готово","2015-01-23T00:00:00.000Z","Басурин М.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1277","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync","getClientCommunications"
"616f594b-7ac6-4381-ac14-81c051cf1130","BS013","Сервис","","","Сохранение клиента в iSimple из БП",,"",0,,,,,,,"DEV-140","BPM","AppDB, iSimple","Согласовано",,,,"Тоня","","Готово","","","","Готово",,"","","","","Client Interation","Покрыто в CR","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"f242ebf8-465a-44bb-b289-397be5047ed4","BS237","Сервис","","","Получение, расшифровка и сохранение файлов ответа от АЛИОТА на наш SFTP",,"Критично",17,,,,,,,"DEV-1969","","","Согласовано",,,,"Ира","2015-03-10T00:00:00.000Z","Готово","2015-03-17T00:00:00.000Z","Дюба Е.","","Заблокировано",,"Нет тест даных от Алиота","Готово","Беззубов","Беззубов","","sheduler","","sheduler (SFTP)","getEmbossingReports"
"69b10ab0-1319-4ca9-aa76-aa2c56e686b4","BS190","Cancel","","","получение статуса доставки СМС",,"","",,,,,,,"DEV-815;DEV-816","","","Дубликат BS98",,,,"Тоня","","","","","","Отменен",,"","","","","","","",,
"89ee41b8-8f53-4fd0-8850-cd47b9469811","BS097","Доработка","CR086","","Отправка SMS по запросу",,"",16,,,,,,,"","MCCM","FastGate,CommunicationDB","Согласовано",,,,"Настя","2015-02-02T00:00:00.000Z","Готово","2015-02-04T00:00:00.000Z","Котенко И.","","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7800/NotificationIntegrationService","sendSMS"
"faa69391-5e5b-4cfe-80a0-506c60cd9bf1","BS119","Сервис","","","Генерация шаблонов для рассылки сообщений ",,"Критично",12,,,,,,,"DEV-205, DEV-380, DEV-168, DEV-177, DEV-137","ДБО","BS118","Согласовано",,,,"Настя","2014-11-21T00:00:00.000Z","Готово","2014-12-05T00:00:00.000Z","Котенко Игорь","","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7800/NotificationIntegrationService","sendTemplateMessageGboRq"
"508eddcd-29c3-4f83-9dc6-5cd6994d3646","BS143","Сервис","","","Пакетная загрузка Origination",,"",14,,,,,,,"DEV-334","ProspectDB","AppDB,BS4,FICO","Согласовано",,,,"Влада","","Готово","2014-12-24T00:00:00.000Z","Сураева Надежда","","Готово",,"не тестировался, был проверен бизнесом","Готово","Комовникова","","","scheduler","","scheduler","batchOrigination"
"cf012328-ae86-4552-9aea-790445086cf3","BS156","Сервис","","","Создание функционала Ручной пересегментации. Ручная передача счетов и/или передачи по разработанным критериям в буферы: Отправка клиента вручную в другой сегмент - в oCRM (часть скрина)",,"",25,,,,,,,"DEV-1027","","","",,,,"Влада","","","","","","Не передан в тестирование",,"","","","","","","",,
"11bab612-ba8f-4854-a1ea-e967b93f13b8","BS145","Cancel","","","Настройка периодических платежей",,"","",,,,,,,"DEV-277","","","Отменен",,,,"","","","","","","Отменен",,"","","","","","","",,
"a5f49041-1972-4e89-9a2e-286d325089f2","BS148","Cancel","","","Пополнение СКС через кассу по номеру карты/счета",,"","",,,,,,,"DEV-187","","","переиспользование BS54",,,,"Даша","","","","","","Отменен",,"","","","","","","",,
"6e6d49e8-2db1-4d1b-b1ac-7e6eadd1739d","BS195","Сервис","","","Уведомление BPM об изменении статуса заказа на доставку",,"Критично",14,,,,,,,"DEV-139","CRM","BPM","Согласовано",,,,"Ира","","Готово","2014-12-29T00:00:00.000Z","Дубинина Нина","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1061","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync","setDeliveryCompletedEventRq"
"23f254f2-b8dc-4a4d-b42e-b6477d517329","BS157","Cancel","","","Авторизация - Назначение/ Восстановление пин-кода (доступа к МБ) в мобильном банке",,"","",,,,,,,"DEV-37","","","Отменено (функционал МБ)",,,,"Влада","","","","","","Отменен",,"","","","","","","",,
"021b143e-b3be-4442-9cc4-f61cb6bec7e8","BS160","Сервис","","","Интеграция с ГИС ГМП для оплаты штрафов, пошлин",,"","",,,,,,,"DEV-972","","","",,,,"Даша","","","","","","Не передан в тестирование",,"","","","","","","",,
"578152e7-ff7e-4d26-aaac-b1080518408b","BS193","Сервис","","","Сохранение данных по документам из FileNet в AppDb",,"Критично",14,,,,,,,"DEV-139","FileNet","AppDB","Согласовано",,,,"Ира","","Готово","2014-12-29T00:00:00.000Z","Сергей Черноляс","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-953","Готово",,"","Готово","Кортава","Данченко","","scheduler","","scheduler","updateAppDbRq"
"a7791022-b50f-4e11-939a-8d9600474a91","BS018","Доработка","CR037","","Доработка сервиса для проставления статуса заявки",,"",15,,,,,,,"???","","","Согласовано",,,,"Влада","2015-01-08T00:00:00.000Z","Готово","2015-01-12T00:00:00.000Z","Доржинов П.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-981","Готово",,"","Готово","Комовникова","Комовникова","","Покрыто в CR","","http://m018esb-st:7802/nova/adpcrmoutsync","activateProduct"
"df14c6d8-531a-4f03-9d97-d43f6527dc89","BS010","Доработка","CR067","","Изменен алгоритм сервиса и маппинги полностью.",,"Критично",16,,,,,,,"DEV-1891, DEV-1684;DEV-861","","","Согласовано",,,,"Влада","2015-01-22T00:00:00.000Z","Готово","2015-01-29T00:00:00.000Z","Шинкарев Е.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1263","Готово",,"","Готово","Данченко","Данченко","","Покрыто в CR","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"a411d2b1-d951-46a8-8c34-5cc1d5a77177","BS054","Доработка","CR085","","Доработка маппинга (доработку нужно закомитить в 14-ый и 15-ый спринты)",,"Критично",16,,,,,,,"DEV-1974","ДБО
","АБС, ПЦ, ЦФТ","Согласовано",,,,"Даша","2015-01-29T00:00:00.000Z","Готово","2015-02-05T00:00:00.000Z","Мельник Ю.","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1478","Готово",,"","Готово","Комовникова","Комовникова","","rfhUtil","","очередь",
"97b1a6dd-1a97-4650-83d8-70ec30dea9ea","BS140","Сервис","","","открытие валютных текущих и сберегательных счетов",,"Критично",14,,,,,,,"DEV-657","","","Согласовано",,,,"Тоня","","Готово","2015-01-12T00:00:00.000Z","Дубинина Нина","","Готово",,"","Готово","Беззубов","Беззубов","","Есть в SoupUI проекте","","http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync","createCurAccount"
"56c42c7b-441b-411f-8aec-bb679dc847c3","BS204","Документ","","","Check-out калькулятор: (пере)распределение кредитного лимита между ККЛ и ПК",,"Критично",16,,,,,,,"DEV-1827 ","ДБО","АБС","Согласовано",,,,"Юля","2015-02-03T00:00:00.000Z","Готово","2015-02-05T00:00:00.000Z","Шадрин В.","","Не передан в тестирование",,"","","","","","","",,
"6782c0ac-af0f-4110-a636-217bbd153d98","TS144","Сервис","","","Расчет и сохранение статуса заказа на доставку в CRM",,"Критично",14,,,,,,,"DEV-1736","BS128","CRM, AppDb","Согласовано",,,,"Ира","2014-12-17T00:00:00.000Z","Готово","2015-01-08T00:00:00.000Z","Доржинов Петр","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-920","Готово",,"","Готово","Беззубов","Киршина","","rfhUtil","","очередь","SaveDeliveryStatus"
"76cea1c7-deaa-4e74-9e62-9ba7efa24262","BS017","Доработка","CR051","","Доработка маппинга",,"Критично",14,,,,,,,"DEV-1226","BPM","АБС","Согласовано",,,,"Влада","","Готово","2015-01-09T00:00:00.000Z","Волобоев Павел","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-1125","Готово",,"","Готово","Комовникова","Комовникова","","Есть в SoupUI проекте","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"d3b59902-d36e-463b-957f-1e3d39b4a953","BS011","Сервис","","","Уведомление о решении FICO  из БП",,"",0,,,,,,,"DEV-22","BPM","iSimple, AppDB","Согласовано",,,,"Влада","","Готово","","","","Готово",,"","","","Комовникова","Client Interation","Есть в SoupUI проекте","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"fb053752-b293-444d-a0db-199cb01fbd71","BS010","Сервис","","","Поиск клиента по чёрным спискам из БП",,"",5,,,,,,,"DEV-539, DEV-205, DEV-137,DEV-249","BPM","BlackList","Согласовано",,,,"Влада","","Готово","","","","Готово",,"без обработки ошибок","Готово","","","Decision Making","Покрыто в CR","","http://m018esb-st:7800/AdpBPMOutSync","makeIntegrationRequest"
"2854d00c-fbb0-4808-8593-0de92d8cc60a","TS090","Сервис","","","Сохранение файлов в FileNet",,"Критично",14,,,,,,,"DEV-1736","ESB","FileNet","Согласовано",,,,"Ира","2014-12-17T00:00:00.000Z","Готово","2014-12-25T00:00:00.000Z","Волобоев Павел","","Готово",,"","Готово","Кортава","Кортава","","rfhUtil","","очередь","SaveFiles"
"ceb29995-e9d0-4e87-9feb-52416a58eb2d","BS104","Сервис","","","Передача списка предложений в ДБО
",,"Критично",14,,,,,,,"DEV-168, DEV-435","BackBase,CRM","Interact","Согласовано",,,,"Тоня","","Готово","2014-12-23T00:00:00.000Z","Дюба Евгений","","Готово",,"","Готово","Киршина","Комовникова","","Есть в SoupUI проекте","","http://m018esb-st:7800/OfferRegister","getMarketingOfferListRq"
"ed9062f7-6db9-4ae5-9ce7-36365db5629e","TS114","Сервис","","","Передача запроса на повтороную доставку",,"",14,,,,,,,"DEV-139","BPM, BS91","CRM","Согласовано",,,,"Ира","2014-12-17T00:00:00.000Z","Готово","2015-01-15T00:00:00.000Z","Котенко Игорь","https://jira.neoflex.ru/browse/OTPSOADSVIDEV-314","Готово",,"","Готово","Комовникова","Комовникова","","rfhUtil","","очередь",
"2f1ab0fb-645f-4d7e-bf1e-cebda278c3f7","BS109","Доработка","CR063","","обработка платежей из CRM",,"","",,,,,,,"DEV-1033","CRM","ДБО","Дубль (В рамках BS212)",,,,"Даша","2015-01-20T00:00:00.000Z","","","Нина?","","Отменен",,"","","","","","","","http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync","pupay"
"de7b69e2-ab7c-4a91-9bfa-13ebf3109513","BPM","Доработка","","","Бизнес-процесс под доставку карт",,"Критично",14,,,,,,,"DEV-139","","","Согласовано",,,,"Влада","","Готово","2014-12-23T00:00:00.000Z","Черноляс Сергей","","Готово",,"","В процессе","Кортава","Кортава","","","",,
"1d757d3b-c415-4e94-aa29-5c048297b43c","BS045","Доработка","CR125","","Добавление поля в ответном сообщении",,"Критично",17,,,,,,,"DEV-2116","","","Согласовано",,,,"Ира","2015-03-06T00:00:00.000Z","Готово","2015-03-13T00:00:00.000Z","Серебрякова Е.","","Готово",,"","Готово","Киршина","Киршина","","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync И http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync","cardList И getCardList"
"a83185e9-a1ad-477b-a59e-f4dbbef36309","TS163","Сервис","","","Сторно-списание по документам, не прошедшим ВК",,"",16,,,,,,,"DEV-1922 ","ДБО, CRM","АБС, ПЦ","Согласовано",,,,"Тоня","2015-01-19T00:00:00.000Z","Готово","2015-01-28T00:00:00.000Z","Басурин М.","","Готово",,"от ТМ не был получен успешный ответ при удалении, ошибка по бизнесу","Готово","Киршина","Данченко","","scheduler","","scheduler","executeTransaction"
"df58420d-25dd-48ba-9b5b-6a57d34e0579","BS023","Сервис","","","Сохранение выбранного андеррайтером предложения",,"",6,,,,,,,"DEV-547, DEV-285","ДБО, CRM","AppDB","Согласовано",,,,"Тоня","","Готово","","","","Готово",,"","","","","Client Interation","Покрыто в CR","","http://m018esb-st:7802/nova/adpcrmoutsync И http://m018esb-st:7801/neoflex/nova/integr/ApplicationService","saveSelectedOffer"
"0c3da961-b07a-4ec7-8516-07550cd511d0","BS018","Сервис","","","Активация продукта клиента",,"",5,,,,,,,"DEV-17","CRM ","АБС, AppDB, BS33","Согласовано",,,,"Тоня","","Готово","","Нина","","Готово",,"без обработки ошибок","","","","Financials","Покрыто в CR","","http://m018esb-st:7802/nova/adpcrmoutsync","activateProduct"
"8075c9c8-b5f7-4c31-a881-df58e42bce42","BS043","Cancel","CR091","","[ESB] Добавление атрибутов в сервис выпуска карты",,"","",,,,,,,"DEV-1939","","","Отменен банком",,,,"Ира","2015-02-09T00:00:00.000Z","Не делать","","Матвеев В.","","Не передан в тестирование",,"","","","","","","","http://m018esb-st:7802/nova/adpcrmoutsync","cardsIssue"
"8f488be9-beb3-4c32-b36c-49c45ea86b58","BS024","Сервис","","","Получение информации о клиенте",,"",9,,,,,,,"DEV-548","ДБО, CRM","PDH","Согласовано",,,,"Влада","","Готово","","","","Готово",,"","","","","Client Interation","Есть в SoupUI проекте","","http://m018esb-st:7802/nova/adpcrmoutsync И http://m018esb-st:7801/neoflex/nova/integr/ApplicationService","getClient"
"69f34358-86f3-4631-aaaf-544479c98218","BS025","Сервис","","","Получение списка счетов клиента с остатками",,"",7,,,,,,,"DEV-178, DEV-180, DEV-280","ДБО, CRM","АБС, ПЦ","Согласовано",,,,"Тоня","","Готово","","","","Готово",,"","","","","Financials","Есть в SoupUI проекте","","http://m018esb-st:7803/AdpISimpleOutSync/AdpISimpleOutSync И http://m018esb-st:7802/nova/adpcrmoutsync","accountList И getAccountList"
"883cbaff-4775-4e0c-97c9-304a18da0efd","BS002","Доработка","","","Доработка под новую структуру APPDB и PDH",,"Критично",11,,,,,,,"DEV-15","ДБО","AppDB, BPM, PDH","Согласовано",,,,"Влада","","Готово","2014-11-21T00:00:00.000Z","Волобоев Павел","","Готово",,"отказ от PDH","Готово","","Комовникова Екатерина","","Покрыто в CR","","http://m018esb-st:7801/neoflex/nova/integr/ApplicationService","saveApplication"
"41ef6416-bb92-4372-a948-69eb92d7ce34","","","CR195","","","","",,"",,,,,,"","","","",,,,"","","","","","","",,"","","","","","","","",""
